case_material,band_material,case_back,bezel_material,brand,gender,movement,watch_style,case_thickness,crystal,hands,dial_markers,case_diameter,water_resistance,price_segment
Stainless Steel,Leather,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,7.5,Scratch Resistant Sapphire,Silver-tone,Index,40.0,50.0,1
Titanium,Rubber with a Black (Alligator) Leather,Transparent,Titanium set with 36 Diamonds,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Polished Rhodium-plated,Index,38.0,50.0,1
Stainless Steel,(Alligator) Leather,Solid,Stainless Steel set with Diamonds,Hublot,WOMENS,Quartz,Luxury,11.9,Scratch Resistant Sapphire,Luminous Silver-tone,Alternating Arabic Numeral and Index,38.0,100.0,1
Stainless Steel,Stainless Steel and 18kt Rose Gold,Solid,18kt Rose Gold,Omega,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone Dauphine-style shape,Diamond,27.0,30.0,1
Stainless Steel,Stainless Steel Rolex Oyster,Solid,Stainless Steel,Rolex,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,"Silver-tone Mercedes-logo, sword, and Breguet-style",Dot,43.0,1200.0,2
18kt Rose Gold,Alligator,Transparent See Through,Diamond Set,Jaeger LeCoultre,WOMENS,Automatic,Luxury,10.5,Scratch Resistant Sapphire,Gold-tone,Arabic Numeral,36.0,30.0,2
Stainless Steel,Leather,Solid,Stainless Steel,Armand Nicolet,MENS,Automatic,Sport,13.0,Scratch Resistant Sapphire,Silver-tone,Index-Arabic Numeral,42.0,100.0,0
Titanium,Titanium,Solid,Titanium,Panerai,MENS,Automatic,Dive,15.0,Scratch Resistant Sapphire,Silver-tone,Arabic & Index,44.0,300.0,1
Stainless Steel,(Aero Classic) Rubber,Solid,Stainless Steel with a Blue Ceramic Ring,Breitling,MENS,Automatic,Luxury,15.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,46.0,200.0,1
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Longines,WOMENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,34.0,100.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Michael Kors,WOMENS,Quartz,Dress,11.196182331158523,Scratch Resistant Mineral,Rose Gold-tone,Roman Numeral,36.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Coach,WOMENS,Quartz,Casual,7.5,Scratch Resistant Mineral,Silver-tone,Index,36.0,30.0,0
Stainless Steel,(Alligator) Leather,Solid,Stainless Steel set with Diamonds,Bell And Ross,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,39.0,100.0,1
Stainless Steel,Leather,Transparent,Stainless Steel,Raymond Weil,MENS,Automatic,Sport,13.9,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,100.0,1
18kt Rose Gold,Alligator Leather,Skeleton Transparent Exhibition See Through,18kt Rose Gold,Vacheron Constantin,MENS,Hand Wind,Luxury,8.2,Scratch Resistant Sapphire,Black,Roman Numeral,39.0,30.0,3
Stainless Steel,Stainless Steel and 18kt Yellow Gold Oyster,Solid,18kt Yellow Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-tone,Diamond,40.0,100.0,2
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Seiko,WOMENS,Quartz,Dress,8.0,Scratch Resistant Hardlex,Yellow Gold-tone,Index,29.0,50.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,8.5,Scratch Resistant Sapphire,Yellow Gold-tone,Diamond,33.0,50.0,0
Brass,Stainless Steel,Solid,Stainless Steel,Christian Van Sant,WOMENS,Quartz,Fashion,11.196182331158523,Scratch Resistant Mineral,Rose Gold-tone,Index,38.0,30.0,0
18kt White Gold,Leather,Transparent See Through,18kt White Gold,Ulysse Nardin,MENS,Automatic,Luxury,12.5,Scratch Resistant Sapphire,Luminous Blue Leaf-style shape,Index,38.0,30.0,3
Stainless Steel,Leather,Transparent,Stainless Steel,Rado,MENS,Automatic,Casual,11.7,Scratch Resistant Sapphire,Rose Gold-tone,Index,41.0,50.0,1
Stainless steel,Leather,Solid,Stainless steel,Rudiger,MENS,Quartz,Casual,9.5,Scratch Resistant Mineral,Rose Gold-tone,Index,39.0,50.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Nixon,MENS,Quartz,Dress,9.0,Scratch Resistant Mineral,Rose Gold-tone,Index,37.0,100.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Blue Aluminium Top Ring,Movado,MENS,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,200.0,1
Stainless Steel,Rubber,Solid,Diamond Set,Audemars Piguet,WOMENS,Automatic,Luxury,11.8,Scratch Resistant Sapphire,Silver-tone,Index,37.0,50.0,3
316L Surgical-Quality Stainless Steel,Silicone,Solid,Stainless Steel,Shield,MENS,Quartz,Dive,15.0,Scratch Resistant Mineral,Gold-tone,Index,44.0,200.0,0
Platinum,Platinum Rolex President,Solid,52 Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver tone,Diamond,36.0,100.0,3
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Mido,WOMENS,Automatic,Casual,9.55,Scratch Resistant Sapphire,Silver-tone,Index,30.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Breitling,UNISEX,Automatic,Luxury,9.92,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,35.0,30.0,1
18kt Rose Gold,Leather,Transparent,18kt Rose Gold,Zenith,MENS,Automatic,Luxury,12.75,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,42.0,100.0,2
Stainless Steel,Leather,Transparent,Stainless Steel,Orient,MENS,Automatic,Casual,12.5,Scratch Resistant Mineral,Black,Index,38.0,30.0,0
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel set with Crystals,Christian Van Sant,WOMENS,Quartz,Fashion,3.5,Scratch Resistant Mineral,Rose Gold-tone,Index,32.0,30.0,0
Stainless Steel,Stainless Steel with 18kt Rose Gold Links,Transparent See Through,18kt Rose Gold,Breitling,MENS,Automatic,Luxury,15.1,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,42.0,200.0,2
Stainless Steel,Embossed Leather,Solid,Stainless Steel,IWC,MENS,Automatic,Pilot,16.8,Scratch Resistant Sapphire,Black,Arabic Numeral,46.0,60.0,2
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Tissot,MENS,Automatic,Dress,10.0,Scratch Resistant Sapphire,Silver-tone Leaf-style,Roman Numeral,39.0,30.0,0
Stainless Steel,Mesh and Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Sport,17.0,Scratch Resistant Mineral,Silver-tone,Index-Arabic Numeral,48.0,100.0,0
18kt Rose Gold,Alligator Leather,Skeleton Transparent Exhibition See Through,Diamond Set,Jaeger LeCoultre,MENS,Hand Wind,Luxury,4.7,Scratch Resistant Sapphire,Rose Gold-tone,Index,38.0,30.0,3
Stainless Steel,Leather,Transparent,Stainless Steel,Tissot,MENS,Automatic,Casual,10.93,Scratch Resistant Sapphire,Luminous Silver-tone,Index,40.0,100.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Breitling,WOMENS,Automatic,Luxury,9.92,Scratch Resistant Sapphire,Silver-tone,Index,35.0,30.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,8.5,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,35.0,50.0,0
18kt Rose Gold,(Alligator) Leather,Transparent,18kt Rose Gold set with Diamonds,Bvlgari,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold,Diamond,33.0,50.0,2
Stainless Steel,Leather,Solid,Stainless Steel,Emporio Armani,WOMENS,Quartz,Casual,7.0,Scratch Resistant Mineral,Silver-tone,Crystal-set Index,32.0,50.0,0
18kt Rose Gold,18kt Rose Gold,Transparent See Through,18kt Rose Gold,Patek Philippe,MENS,Automatic,Luxury,12.53,Scratch Resistant Sapphire,Rose Gold-tone,Index,40.0,120.0,4
Stainless Steel,Leather,Transparent See Through,Stainless Steel,Raymond Weil,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,42.0,100.0,1
Stainless Steel,Silicone,Solid,Stainless Steel,Invicta,MENS,Quartz,Sport,14.1,Flame Fusion,Luminous Gold-tone,Index,46.0,50.0,0
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Audemars Piguet,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,37.0,50.0,3
18kt White Gold,18kt White Gold Rolex President,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,31.0,100.0,3
Stainless Steel,Stainless Steel,Solid,Stainless Steel set with Diamonds,Omega,WOMENS,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Silver-tone Skeleton,Diamond,25.0,30.0,1
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Cartier,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Blue,Arabic Numeral,41.0,94.38815128863104,1
Alloy,Stainless Steel,Transparent,Alloy,Stuhrling Original,MENS,Automatic,Dress,12.6,Scratch Resistant Mineral,Blue,Arabic Numeral,48.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Casual,7.0,Scratch Resistant Sapphire,Silver-tone,Index,42.0,50.0,0
Stainless Steel,(Alligator) Leather,Transparent,Stainless Steel set with Diamonds,Montblanc,WOMENS,Automatic,Luxury,9.5,Scratch Resistant Sapphire,Blue,Arabic Numeral,30.0,30.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,8.5,Scratch Resistant Sapphire,Yellow Gold-tone,Diamond,35.0,50.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Bell And Ross,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Luminous Black,Index,41.0,100.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Longines,MENS,Quartz,Luxury,11.5,Scratch Resistant Sapphire,Luminous Silver-tone,Index,44.0,300.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Hamilton,WOMENS,Quartz,Casual,6.9,Scratch Resistant Mineral,Silver-tone,Index-Roman Numeral,27.0,30.0,0
Alloy,Stainless Steel,Solid,Alloy,Stuhrling Original,WOMENS,Quartz,Dress,10.0,Scratch Resistant Mineral,Silver-tone,Index,32.0,50.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Armand Nicolet,MENS,Automatic,Dress,15.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,100.0,1
18kt Yellow Gold,18kt Yellow Gold Rolex President,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Index,31.0,100.0,3
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Armand Nicolet,WOMENS,Automatic,Casual,11.8,Scratch Resistant Sapphire,Silver-tone Leaf-style,Index,34.0,100.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Stuhrling Original,MENS,Automatic,Dive,14.0,Scratch Resistant Mineral,Silver-tone,Index,44.0,200.0,0
Stainless Steel,Alligator Leather,Solid,Stainless Steel,Tissot,WOMENS,Quartz,Casual,6.9,Scratch Resistant Sapphire,Black,Roman Numeral,26.0,50.0,0
Stainless Steel,Leather,Transparent,Stainless Steel,Longines,MENS,Automatic,Casual,8.7,Scratch Resistant Sapphire,Silver-tone,Index,40.0,30.0,1
Stainless Steel,Alligator Leather,Solid,Diamond Set,Longines,WOMENS,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Blue,Roman Numeral,32.0,30.0,1
Stainless Steel,Rubber,Solid,Stainless Steel,Jaeger LeCoultre,WOMENS,Quartz,Luxury,12.0,Scratch Resistant Sapphire,Silver-toned,Arabic,31.0,50.0,1
Stainless Steel,Leather,Transparent,Stainless Steel,Hamilton,MENS,Automatic,Dress,11.4,Scratch Resistant Sapphire,Luminous Silver-tone Dauphine-style shape,Index,42.0,50.0,0
Stainless Steel,Rubber,Solid,Stainless Steel,Nautis,MENS,Quartz,Casual,14.0,Scratch Resistant Mineral,Black,Arabic Numeral,42.0,200.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Longines,MENS,Quartz,Dive,15.15,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,300.0,0
Stainless steel,Stainless Steel,Solid,Stainless steel,Rudiger,MENS,Quartz,Casual,12.0,Scratch Resistant Mineral,Rose Gold-tone,Index,40.0,50.0,0
Alloy,Alloy Mesh,Solid,Alloy,Breed,MENS,Quartz,Sport,11.0,Scratch Resistant Mineral,Silver-tone,Index,42.0,50.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Franck Muller,MENS,Automatic,Luxury,15.0,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,33.0,30.0,2
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Picasso And Co,MENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Black,Index,42.0,100.0,0
Stainless Steel,Calfskin Leather,Transparent,Stainless Steel,Zenith,WOMENS,Automatic,Luxury,12.6,Scratch Resistant Sapphire,Silver-tone,Diamond,38.0,50.0,2
Base Metal,Base Metal,Solid,Base Metal set with Crystals,August Steiner,WOMENS,Quartz,Dress,10.0,Scratch Resistant Mineral,Luminous Rose Gold-tone,Arabic Numeral,40.0,10.0,0
Polycarbonate,Rubber,Solid,Polycarbonate,Breitling,MENS,Quartz,Casual,12.5,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,44.0,100.0,1
Stainless Steel,Leather,Transparent,Stainless Steel,Panerai,MENS,Hand Wind,Luxury,13.0,Scratch Resistant Sapphire,Luminous,Index,45.0,100.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Casual,11.1,Scratch Resistant Mineral,Rose Gold-tone,Index,40.0,50.0,0
18kt Yellow Gold,Leather,Solid,Diamond Set 18kt Yellow Gold,Raymond Weil,WOMENS,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-tone,Roman Numeral,28.0,30.0,1
Stainless Steel,Calfskin Leather,Transparent,Stainless Steel,Oris,MENS,Automatic,Pilot,12.6,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,45.0,100.0,1
Stainless Steel,Stainless Steel,Stainless Steel,Stainless Steel,Cartier,WOMENS,Quartz,Luxury,6.0,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Black Roman Numeral,20.0,30.0,1
18kt Rose Gold,Leather,Solid,18kt Rose Gold,Tissot,WOMENS,Automatic,Luxury,9.3,Scratch Resistant Sapphire,Rose Gold-tone,Index,33.0,30.0,1
Stainless Steel,Stainless Steel with 18kt Yellow Gold Jubilee,Solid,18kt Yellow Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold,Roman Numeral,31.0,100.0,2
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Victorinox,WOMENS,Quartz,Military,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,38.299275680421424,100.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Rolex,MENS,Automatic,Sport,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,100.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Breitling,MENS,Automatic,Sport,12.0,Scratch Resistant Sapphire,Silver-tone,Index,44.0,300.0,1
Stainless Steel,Nylon,Transparent,Stainless Steel,Laco,UNISEX,Automatic,Military,11.5,Scratch Resistant Sapphire,Luminous Black,Arabic Numeral,39.0,50.0,0
Stainless Steel,Rubber,Solid,Stainless Steel,Romain Jerome,MENS,Automatic,Luxury,14.5,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,46.0,30.0,1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel set with Diamonds,Omega,WOMENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Silver-tone Skeleton,Diamond,29.0,50.0,1
Alloy,Leather,Solid,Alloy,Simplify,UNISEX,Quartz,Casual,8.0,Scratch Resistant Mineral,Gold-tone,Index,39.0,30.0,0
Stainless Steel,Stainless Steel with 18kt Rose Gold Center Links,Transparent,18kt Rose Gold,Omega,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,41.0,150.0,1
Stainless Steel,Genuine Leather,Solid,Stainless Steel,Gevril,WOMENS,Quartz,Luxury,9.5,Scratch Resistant Sapphire,Yellow Gold-tone,Arabic Numeral,32.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,U-Boat,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Black,Arabic Numeral & Index,46.0,300.0,1
Titanium,Titanium,Transparent,Titanium,Hublot,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Grey,Index,33.0,50.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with an inlaid Blue Aluminium Ring showing Tachymeter Markings,Tag Heuer,MENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,43.0,200.0,1
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Jaeger LeCoultre,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,42.0,100.0,3
18kt Rose Gold,18kt Rose Gold,Transparent,Diamond Set,Omega,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold,Diamond,35.0,100.0,3
Titanium,Silicone,Solid,Titanium,Invicta,MENS,Quartz,Casual,16.1,Sapphire,Black,Arabic Numeral,47.0,50.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Mido,MENS,Automatic,Luxury,12.5,Scratch Resistant Sapphire,Silver-tone Leaf-style shape,Index,40.0,50.0,0
18kt Everose Gold,Oysterflex,Solid,Ceramic,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Index,40.0,100.0,3
Stainless Steel,Crocodile Leather,Solid,Platinum 950,Breitling,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,42.0,100.0,1
Stainless Steel,Fabric,Solid,Stainless Steel,Oris,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Luminous,Index-Arabic Numeral,47.0,100.0,1
Alloy,Leather,Solid,Alloy,Burgi,WOMENS,Quartz,Dress,8.0,Mineral with a Hardened Coating,Rose Gold-tone,Swarovski Stone Dot,34.0,30.0,0
Oystersteel and Everose Gold,Oystersteel and Everose Gold Jubilee,Solid,Everose Gold Set with diamonds,Rolex,UNISEX,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,36.0,100.0,2
18kt White Gold,Crocodile Leather,Skeleton,18 kt White Gold,Chopard,MENS,Automatic,Luxury,10.0,Scratch Resistant Sapphire,Blue,Arabic Numeral,41.0,30.0,2
Stainless Steel,Rubber,Solid,Stainless Steel,Oris,MENS,Automatic,Casual,10.0,Scratch Resistant Sapphire,Silver-tone,Dot,42.0,100.0,1
Stainless Steel,Leather,Transparent,Stainless Steel,IWC,MENS,Automatic,Sport,14.5,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,41.0,100.0,1
Stainless Steel,Nylon,Transparent,Stainless Steel,Orient,MENS,Automatic,Casual,12.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,100.0,0
Carbon Fiber,Fabric,Transparent,Carbon Fiber,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index-Arabic Numeral,45.0,30.0,3
Stainless Steel,Stainless Steel with 18kt Yellow Gold links,Solid,18kt Yellow Gold,Tudor,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Roman Numeral,38.0,50.0,1
Stainless Steel,Stainless Steel,Transparent See Through,Diamond Set Stainless Steel,Audemars Piguet,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,34.0,50.0,3
Stainless Steel,Stainless Steel Rolex Oyster,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman - Diamond,28.0,100.0,2
Stainless Steel,Stainless Steel Milanese Mesh,Solid,Diamond Set,Bell And Ross,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Dot,39.0,100.0,1
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel,Akribos Xxiv,MENS,Quartz,Fashion,12.0,Acrylic,Silver-tone,Index,42.0,50.0,0
18kt Yellow Gold,18kt Yellow Gold Rolex President,Solid,18kt Yellow Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-tone,Roman Numeral and Index,40.0,100.0,3
Stainless Steel,Leather,Solid,Stainless Steel,Hamilton,MENS,Hand Wind,Casual,9.5,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,38.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Casual,5.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,40.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Omega,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone Dauphine-style,Alternating Roman Numeral and Dot,39.0,30.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Stuhrling Original,MENS,Quartz,Sport,12.5,Scratch Resistant Mineral,Black,Index,47.0,50.0,0
Stainless Steel,Alligator Leather,Transparent See Through,Stainless Steel,Breitling,MENS,Automatic,Luxury,13.6,Scratch Resistant Sapphire,Silver-tone,Index-Arabic Numeral,42.0,100.0,1
Stainless steel,Stainless Steel,Solid,Stainless steel,Rudiger,MENS,Quartz,Casual,11.5,Scratch Resistant Mineral,Rose Gold-tone,Index,42.0,50.0,0
Stainless Steel,Leather,Transparent,Stainless Steel,Mathey-Tissot,MENS,Automatic,Casual,11.0,Scratch Resistant Sapphire,Blue,Index,42.0,50.0,0
Stainless Steel,Stainless Steel Rolex Jubilee,Solid,Stainless Steel,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,100.0,2
Stainless steel,Calfskin Alligator,Solid,Stainless steel,Gevril,WOMENS,Quartz,Casual,9.5,Antireflective Sapphire,Silver-tone,Arabic Numeral,25.0,50.0,1
Stainless Steel,Leather,Transparent,Stainless Steel,Hamilton,MENS,Automatic,Casual,11.4,Scratch Resistant Sapphire,Luminous Silver-tone Dauphine-style,Index,42.0,50.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel set with Diamonds,Omega,WOMENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Silver-tone Skeleton,Diamond,29.0,50.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Nixon,MENS,Quartz,Casual,12.0,Scratch Resistant Mineral,Yellow Gold-tone,Index,40.0,100.0,0
Stainless Steel,Stainless Steel Rolex Jubilee,Solid,18kt White Gold set with Diamonds,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,28.0,100.0,2
Stainless Steel,Rubber,Solid,Stainless Steel,Franck Muller,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,45.0,94.38815128863104,1
