case_material,band_material,case_back,bezel_material,brand,gender,movement,watch_style,case_thickness,crystal,hands,dial_markers,case_diameter,water_resistance,price
Stainless Steel,Stainless Steel,Solid,Ceramic,Gevril,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Yellow Gold-tone,Index,43.0,200.0,1367.0
Stainless Steel,Leather,Solid,Stainless Steel,Undone,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Index,40.0,30.0,198.89
Stainless Steel,Leather,Transparent See Through,Tungsten,U-Boat,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Black,Arabic Numeral & Index,45.0,100.0,3325.0
Stainless Steel,Alligator,Solid,Stainless Steel,Longines,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,38.0,30.0,2550.0
18kt Rose Gold,Alligator Leather,Skeleton Transparent Exhibition See Through,18kt Rose Gold,Blancpain,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral,40.0,30.0,15051.6
Stainless Steel,Silicone,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,15.0,Flame Fusion,Iridescent,Index,50.0,100.0,54.99
18kt White Gold,18kt White Gold,Solid,18kt White Gold,Harry Winston,WOMENS,Quartz,Sport,9.7,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,32.0,94.38815128863104,10450.0
Stainless Steel,(Alligator) Leather,Solid,18kt Rose Gold,Cartier,UNISEX,Quartz,Luxury,7.3,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Black Roman Numeral,27.0,30.0,5312.5
Stainless Steel,Stainless Steel,Transparent,Stainless Steel with a Blue (Count-Up Elapsed Time) Top Ring,Invicta,MENS,Automatic,Sport,13.0,Scratch Resistant Mineral,Luminous Silver-tone Breguet-style,Dot,40.0,200.0,79.0
18kt White Gold,18kt White Gold Diamond-Set President,Solid,18kt White Gold,Rolex,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,36.0,100.0,85025.0
18kt 5N Pink Gold,Alligator Leather,Solid,18kt 5N Pink Gold,Vacheron Constantin,MENS,Hand Wind,Luxury,6.79,Scratch Resistant Sapphire,Rose Gold-tone,Index,40.0,30.0,18395.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Emporio Armani,WOMENS,Quartz,Dress,11.196182331158523,Scratch Resistant Mineral,Rose Gold-tone,Crystal,23.0,30.0,169.0
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel,Christian Van Sant,WOMENS,Quartz,Fashion,11.196182331158523,Scratch Resistant Mineral,Rose Gold-tone,Index,32.0,30.0,64.75
Stainless Steel,Leather,Solid,Stainless Steel,Cartier,WOMENS,Quartz,Luxury,6.6,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Roman Numeral,25.0,30.0,3725.0
Alloy,Leather,Solid,Alloy,Stuhrling Original,MENS,Quartz,Casual,12.75,Scratch Resistant Mineral,Black Diamond-shaped Style,Index,45.0,30.0,195.0
Stainless Steel,Leather,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Sport,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index-Arabic Numeral,46.0,200.0,469.0
Stainless Steel,Rubber,Transparent,Stainless Steel,Omega,MENS,Automatic,Dive,11.0,Scratch Resistant Sapphire,Luminous Silver-tone,Dot,42.0,300.0,5850.0
Stainless Steel,Stainless Steel,Skeleton,Stainless Steel,Bell And Ross,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Stick,41.0,100.0,4865.0
Stainless Steel,(Calfskin) Leather,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,10.0,Scratch Resistant Mineral,Luminous,Arabic Numeral,45.0,50.0,49.99
18kt Yellow Gold,18kt Yellow Gold,Transparent,18kt Yellow Gold,Omega,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold,Index,38.0,100.0,26735.0
Stainless Steel,Silicone and Stainless Steel,Solid,Glass Fiber and Stainless Steel,Invicta,MENS,Quartz,Sport,11.196182331158523,Flame Fusion,Silver-tone,Index,52.0,100.0,128.99
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel,Skagen,MENS,Quartz,Casual,8.0,Scratch Resistant Mineral,Black,Index,41.0,50.0,109.99
Stainless Steel,Leather,Solid,Stainless Steel,Alpina,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,45.0,100.0,905.0
Stainless Steel,Stainless Steel,Screw Down,Stainless Steel set with Crystals,Akribos Xxiv,WOMENS,Quartz,Dress,11.0,Mineral with Sapphire Coating,Rose-tone,Diamond,40.0,50.0,106.99
Stainless Steel,Stainless Steel,Solid,Stainless Steel with an inlaid Black Ceramic Ring,Rado,MENS,Automatic,Luxury,12.1,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,300.0,1550.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel with an inlaid Green Ceramic Ring,Rado,UNISEX,Automatic,Casual,11.1,Scratch Resistant Sapphire,Luminous Silver-tone,Index,37.0,100.0,1599.0
Composite Metal,Stainless Steel Mesh,Solid,Composite Metal,Burgi,WOMENS,Quartz,Fashion,9.0,Scratch Resistant Mineral,Luminous Rose Gold-tone,Diamond,32.0,30.0,43.0
Stainless Steel and 18kt Yellow Gold,Stainless Steel and 18kt Yellow Gold Rolex Oyster,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Diamond,31.0,100.0,33350.0
18K Sedna™ Gold,Alligator/Crocodile Leather,Transparent,Sedna™ Gold,Omega,MENS,Hand Wind,Luxury,10.8,Scratch Resistant Sapphire,Rose Gold,Index-Diamonds,40.0,30.0,10750.0
Stainless steel,Leather,Solid,Stainless steel,Rudiger,MENS,Quartz,Casual,12.0,Scratch Resistant Mineral,Rose Gold-tone,Index,40.0,50.0,389.99
Stainless Steel,Leather,Transparent,Stainless Steel,Armand Nicolet,MENS,Automatic,Dress,11.5,Scratch Resistant Sapphire,Silver-tone,Index,41.0,50.0,696.0
18kt White Gold,Leather,Solid,18kt White Gold,Rolex,MENS,Automatic,Luxury,12.0,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,40.0,100.0,147727.0
Stainless Steel,Stainless Steel and 18kt Yellow Gold Rolex Oyster,Solid,18kt Yellow Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Yellow Gold-tone,Index,41.0,100.0,15950.0
Stainless Steel,Leather,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,15.0,Scratch Resistant Mineral,Luminous Bronze,Arabic Numeral,48.0,100.0,67.99
Stainless Steel,Leather,Skeleton,Stainless Steel,Hamilton,MENS,Automatic,Casual,11.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,40.0,100.0,850.0
Stainless Steel,Rubber,Solid,Stainless Steel,Bell And Ross,MENS,Automatic,Luxury,9.0,Scratch Resistant Sapphire,Silver-tone,Index,39.0,100.0,2475.0
Super Titanium,Super Titanium,Solid,Super Titanium,Citizen,MENS,Eco-Drive,Sport,11.6,Scratch Resistant Sapphire,Silver-tone,Alternating Arabic Numeral and Index,44.0,100.0,273.76
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,11.196182331158523,Flame Fusion,Silver-tone,Index,52.0,100.0,84.99
18kt Rose Gold,Rubber,Transparent,18kt Rose Gold,Jaeger LeCoultre,MENS,Automatic,Sport,16.0,Scratch Resistant Sapphire,Rose Gold-tone,Arabic & Index,44.0,100.0,18230.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Seiko,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Silver-tone,Index,38.299275680421424,94.38815128863104,5122.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel with an inlaid Blue Ring,Invicta,MENS,Automatic,Dive,17.5,Scratch Resistant Mineral,Luminous Gold-tone,Dot,47.0,300.0,110.99
Stainless Steel,Silicone,Solid,Stainless Steel,Invicta,MENS,Quartz,Sport,11.196182331158523,Flame Fusion,Gold-tone,Index-Arabic Numeral,51.0,100.0,74.99
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Dress,13.0,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,41.0,100.0,218.0
Polished Stainless Steel,Stainless Steel,Solid,Stainless Steel,Akribos Xxiv,WOMENS,Quartz,Dress,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Crystal Index,42.0,50.0,50.99
Stainless Steel,Silicone,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,11.5,Flame Fusion,Silver-tone,Index,45.0,50.0,42.5
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Gevril,MENS,Automatic,Luxury,12.0,Scratch Resistant Sapphire,Yellow Gold-tone,Arabic Numeral,43.0,100.0,1138.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Omega,MENS,Automatic,Dress,9.5,Scratch Resistant Sapphire,Silver-tone Dauphine-style,Alternating Arabic Numeral and Cabochon,39.0,30.0,3275.0
Stainless Steel,Rubber (Aero Classic),Solid,Stainless Steel with a Blue Ceramic Top Ring,Breitling,MENS,Automatic,Luxury,14.35,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,200.0,3450.0
Alloy,Leather,Transparent,Alloy,Stuhrling Original,MENS,Automatic,Dress,12.5,Scratch Resistant Mineral,Rose Gold-tone Leaf-style,Arabic Numeral,40.0,50.0,142.8
Stainless Steel,Stainless Steel,Screw Down,Stainless Steel with an inlaid Black Ring,Akribos Xxiv,MENS,Quartz,Casual,13.0,Mineral Glass with Sapphire Coating,Luminous Silver-tone,Index,45.0,30.0,96.99
18kt White Gold,Leather,Skeleton Transparent Exhibition See Through,18kt White Gold,Audemars Piguet,MENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous White Leaf-style shape,Arabic,37.0,20.0,18105.0
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Longines,MENS,Automatic,Dress,8.0,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral,38.0,30.0,949.0
Stainless Steel,Rubber with a Black Leather Lining,Solid,Tungsten,U-Boat,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Luminous Beige,Index,46.0,300.0,2065.0
Resin,Rubber,Transparent See Through,Resin,Maikou Bode,MENS,Automatic,Sport,11.196182331158523,Crystal Glass,Black,Index,42.0,50.0,3200.0
Stainless Steel,Alligator Leather,Transparent,Stainless Steel,Breitling,MENS,Automatic,Luxury,13.6,Scratch Resistant Sapphire,Silver-tone,Index,43.0,30.0,6250.0
904L Stainless Steel,Stainless Steel Rolex Oyster,Solid,Monobloc Cerachrom,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,40.0,100.0,28650.0
Stainless Steel,Leather,Transparent,Stainless Steel with a Red and Blue (Pepsi) Ring,Mathey-Tissot,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Dot,42.0,100.0,249.99
Alloy,Leather,Solid,Alloy,Breed,MENS,Quartz,Casual,11.0,Scratch Resistant Mineral,Luminous Silver-tone,Arabic Numeral,42.0,50.0,64.99
Composite Metal,Mesh Stainless Steel Mesh,Solid,Composite Metal,August Steiner,WOMENS,Quartz,Fashion,6.0,Scratch Resistant Mineral,Silver-tone,Index,38.0,30.0,43.1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Orient,MENS,Automatic,Casual,12.1,Scratch Resistant Mineral,Silver-tone Alpha-style,Index,41.0,50.0,138.0
18kt Rose Gold,(Alligator) Leather,Transparent,18kt Rose Gold,Breitling,MENS,Hand Wind,Luxury,15.3,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Arabic Numeral,42.0,100.0,16450.0
Stainless Steel,Stainless Steel Rolex Jubilee,Solid,Stainless Steel,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,36.0,100.0,11415.0
Stainless Steel,Leather,Transparent,Stainless Steel,Mido,MENS,Automatic,Luxury,7.0,Scratch Resistant Sapphire,Rose Gold-tone Dauphine-style,Index,39.0,30.0,799.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,43.0,100.0,329.0
Stainless Steel,Stainless Steel,Skeleton,Stainless Steel,Longines,WOMENS,Automatic,Luxury,6.0,Scratch Resistant Sapphire,Silver-tone,Diamond,34.0,30.0,1340.0
Stainless Steel,Rubber,Solid,Stainless Steel set with Diamonds,Hublot,UNISEX,Quartz,Luxury,12.0,Scratch Resistant Sapphire,Luminous Silver-tone,Alternating Index and Arabic Numeral,38.0,100.0,9195.0
Stainless Steel,(Alligator) Leather,Transparent,Stainless Steel,Cartier,MENS,Automatic,Dress,11.76,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Blue Roman Numeral,40.0,30.0,4250.0
Stainless Steel,(Alligator) Leather,Transparent,Stainless Steel,Breitling,MENS,Automatic,Travel,14.55,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,43.0,100.0,4450.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral & Index,43.0,200.0,1282.0
Stainless Steel,Polyurethane,Solid,Stainless Steel,Invicta,UNISEX,Quartz,Casual,10.5,Flame Fusion,Rose Gold-tone,Index-Arabic Numeral,38.0,50.0,49.99
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Tissot,MENS,Automatic,Casual,10.9,Scratch Resistant Sapphire,Silver-tone,Index,40.0,100.0,620.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Raymond Weil,WOMENS,Quartz,Casual,6.6,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,28.0,30.0,299.0
Stainless Steel,Stainless Steel Rolex Jubilee,Screw-down,Stainless Steel,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,31.0,100.0,7875.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,8.0,Scratch Resistant Sapphire,Blue,Arabic Numeral,36.0,50.0,485.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Revue Thommen,MENS,Automatic,Luxury,10.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,39.0,50.0,549.0
Stainless Steel,Leather NATO,Solid,Stainless Steel,Bulova,MENS,Automatic,Military,13.45,Scratch Resistant Mineral,Luminous Black,Arabic Numeral,38.0,30.0,214.0
Stainless Steel,Stainless Steel,Solid,Diamond Set,Carl F. Bucherer,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman Numeral/Index,28.0,30.0,3620.0
Stainless Steel,Rubber,Solid,Stainless Steel,Diesel,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Luminous Black,Index,44.0,50.0,64.0
Stainless Steel,Stainless Steel Rolex Jubilee,Screw-down,Stainless Steel,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,31.0,100.0,9660.0
18kt Yellow Gold,18kt Yellow Gold,Solid,18kt Yellow Gold,Audemars Piguet,MENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Luminous,Luminous,37.0,50.0,34960.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Diesel,MENS,Quartz,Casual,12.0,Scratch Resistant Mineral,Grey Skeleton,Index,52.0,100.0,143.1
Stainless Steel,(Calfskin) Leather,Skeleton,Stainless Steel,Hamilton,MENS,Automatic,Pilot,12.0,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,38.299275680421424,100.0,940.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel with an inlaid Black Ring,Certina,MENS,Automatic,Dress,12.2,Scratch Resistant Sapphire,Silver-tone,Index,38.0,300.0,575.0
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel,Baume Et Mercier,MENS,Quartz,Casual,8.9,Scratch Resistant Sapphire,Silver-tone,Index,27.0,50.0,1575.0
Platinum,Platinum Rolex President,Solid,Platinum,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver tone,Diamond,36.0,100.0,53660.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gucci,WOMENS,Quartz,Casual,8.0,Scratch Resistant Sapphire,Silver-tone,Gucci Motif,36.0,50.0,950.0
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Baume Et Mercier,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,40.0,50.0,2350.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel with Diamond-cut Fill,Gv2 By Gevril,WOMENS,Quartz,Fashion,8.0,Scratch Resistant Sapphire,Blue,Diamond,36.0,50.0,475.0
18kt White Gold,Leather,Solid,Diamond Set 18kt White Gold,Franck Muller,MENS,Automatic,Luxury,10.0,Scratch Resistant Sapphire,Blue,Arabic Numeral,34.0,50.0,48864.0
Bronze,Leather,Solid,Bronze,IWC,MENS,Automatic,Luxury,10.6,Scratch Resistant Sapphire,Gold-tone,Arabic Numeral,39.0,60.0,5350.0
Stainless Steel,Stainless Steel Rolex Oyster,Solid,Stainless Steel,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,36.0,100.0,9450.0
Stainless Steel,Alligator Leather,Solid,Stainless Steel,Longines,WOMENS,Quartz,Dress,4.5,Scratch Resistant Sapphire,Silver-tone,Diamond,29.0,30.0,1400.0
Stainless Steel,Leather,Solid,Stainless Steel,Stuhrling Original,MENS,Quartz,Dress,9.0,Scratch Resistant Mineral,Blue,Index,40.0,50.0,115.0
18kt White Gold,18kt White Gold,Skeleton Transparent Exhibition See Through,Diamond Set,Cartier,WOMENS,Automatic,Luxury,11.76,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Black Roman Numeral,40.0,30.0,41585.0
Stainless Steel,Genuine Leather,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Luxury,9.5,Scratch Resistant Sapphire,Yellow Gold-tone,Roman Numeral,27.0,30.0,405.0
Resin,Resin,Solid,Resin,Casio,WOMENS,Quartz,Sport,15.8,Scratch Resistant Mineral,Rose Gold-tone,Index,45.0,200.0,79.99
Stainless Steel,Stainless Steel set with Diamonds,Transparent,Stainless Steel,Ulysse Nardin,WOMENS,Automatic,Luxury,9.5,Scratch Resistant Sapphire,Luminous Skeleton,Index / Diamond,34.0,50.0,9420.0
18kt Pink Gold,Alligator Leather,Skeleton Transparent Exhibition See Through,Diamond Set,Vacheron Constantin,WOMENS,Hand Wind,Luxury,8.9,Scratch Resistant Sapphire,Gold-tone Dauphine-style shape,Index,36.0,30.0,35880.0
Stainless Steel,Leather,Solid,Stainless Steel,Movado,MENS,Quartz,Dress,11.196182331158523,Scratch Resistant K1 Mineral,Ink Blue,Index,44.0,30.0,249.0
Stainless Steel,Satin,Solid,Stainless Steel set with Diamonds,Omega,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rhodium-plated,Roman Numeral,39.0,30.0,3565.0
Alloy,Leather,Solid,Alloy with a Brown Ring,Stuhrling Original,MENS,Quartz,Sport,10.75,Scratch Resistant Mineral,Luminous Rose Gold-tone,Arabic Numeral,42.0,100.0,85.0
Stainless Steel,Alligator Leather,Transparent See Through,Stainless Steel,Breitling,MENS,Automatic,Sport,13.6,Scratch Resistant Sapphire,Silver-tone,Index,42.0,100.0,5150.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Breitling,MENS,Automatic,Luxury,16.5,Scratch Resistant Sapphire,Luminous Silver-tone,Index,49.0,100.0,5682.0
18kt Rose Gold,Alligator Learther,Skeleton Transparent Exhibition See Through,18kt Rose Gold,Carl F. Bucherer,MENS,Automatic,Luxury,12.54,Scratch Resistant Sapphire,Rose Gold-tone,Index,42.0,50.0,14600.0
Composite Metal,Stainless Steel,Transparent,Composite Metal,Joshua And Sons,MENS,Quartz,Fashion,12.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,43.0,30.0,66.3
18kt Rose Gold,Leather,Transparent,Diamond Set,Hublot,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral,41.0,100.0,28275.0
Stainless Steel,Rubber,Solid,Stainless Steel,Raymond Weil,MENS,Automatic,Dive,11.7,Scratch Resistant Sapphire,Silver-tone,Index,42.0,300.0,1550.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Quartz,Dress,8.0,Scratch Resistant Mineral,Luminous Gold-tone,Arabic Numeral,38.0,50.0,69.0
Stainless Steel,Stainless Steel,Solid,Diamond Set,Raymond Weil,WOMENS,Quartz,Dress,7.03,Scratch Resistant Sapphire,Gold-tone,Diamond Index-Roman Numeral,24.0,50.0,1545.0
Stainless Steel,Silicone,Solid,Plastic with a Black Aluminum Ring,Invicta,MENS,Quartz,Casual,16.65,Scratch Resistant Mineral,Luminous Silver-tone,Dot,51.0,100.0,44.99
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel,Invicta,WOMENS,Quartz,Casual,9.0,Flame Fusion,Rose Gold-tone,Index,38.0,100.0,54.99
Stainless Steel,Leather,Solid,Stainless Steel,Jaeger LeCoultre,MENS,Automatic,Luxury,16.0,Scratch Resistant Sapphire,Luminous,"Luminous Index Hour Markers, Arabic numerals mark the 6 and 12 o'clock positions, Minute Markers on the outer rim",46.0,100.0,6995.0
Stainless Steel,Stainless Steel,Solid,Zirconia Set Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Rose Gold-tone,Index,32.0,50.0,134.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral & Index,46.0,200.0,1138.0
Stainless Steel,Synthetic Rubber,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Sport,11.5,Scratch Resistant Mineral,Luminous Silver-tone,Dots,44.0,200.0,179.0
Ceramic,Leather,Solid,Ceramic,Bell And Ross,MENS,Automatic,Luxury,9.8,Scratch Resistant Sapphire,Black Sword-shaped,Index,42.0,100.0,3935.0
Stainless Steel,Stainless Steel and 18kt Rose Gold,Solid,18kt Rose Gold,Longines,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,"Arabic Numeral, Dots",43.0,300.0,1500.0
Stainless Steel,Leather,Solid,Stainless Steel,IWC,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,40.0,100.0,5350.0
Stainless Steel,Alligator Leather,Transparent,Stainless Steel,Longines,WOMENS,Automatic,Dress,10.3,Scratch Resistant Sapphire,Blue,Diamond,26.0,30.0,1810.0
Stainless Steel,Stainless Steel,Skeleton,Stainless Steel,Baume Et Mercier,MENS,Automatic,Casual,14.9,Scratch Resistant Sapphire,Luminous,Arabic Numeral,38.299275680421424,50.0,1999.0
Stainless Steel,Leather,Solid,Stainless Steel,Panerai,MENS,Hand Wind,Dress,11.196182331158523,Scratch Resistant Sapphire,Luminous,Index-Arabic Numeral,45.0,100.0,3995.0
Stainless Steel,Stainless Steel Rolex Jubilee,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,36.0,100.0,20695.0
