Price,CASE_MATERIAL,CASE_SHAPE,CASE_BACK,BAND_MATERIAL,BAND_TYPE,BAND_COLOR,CLASP,DIAL_COLOR,TYPE,CRYSTAL,HANDS,DIAL_MARKERS,SECOND_MARKERS,BEZEL,BEZEL_COLOR,BEZEL_MATERIAL,BRAND,COLLECTION_NAME,GENDER,MODEL,MOVEMENT,ENGINE,CALENDAR,FUNCTIONS,WATCH_FEATURES,WATCH_STYLE,CASE_DIAMETER,WATER_RESISTANCE,CASE_THICKNESS
21175.0,Stainless Steel,Round,Solid,Stainless Steel and 18kt Yellow Gold Jubilee,Bracelet,Two-tone (Silver-tone and Yellow Gold-tone),Fold Over with Safety Release,Silver,Analog,Scratch Resistant Sapphire,Yellow Gold-tone,Roman- Diamonds,,Fixed- Diamond Set,Yellow Gold-tone,Diamond Set 18kt Yellow Gold,Rolex,Datejust,Womens,278383SRDJ,Automatic,Rolex Calibre 2236,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Stainless Steel, Diamond",Luxury,31.0,100.0,
29900.0,Stainless Steel and 18kt Yellow Gold,Round,Solid,Stainless Steel and 18kt Yellow Gold Jubilee,Bracelet,,,Olive Green,Analog,Scratch Resistant Sapphire,Yellow Gold,Diamond,,Fixed- Diamond Set,,,Rolex,Datejust,Womens,278383GNDJ,Automatic,Rolex Calibre 2236,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Stainless Steel, Diamond",Luxury,31.0,100.0,
307065.0,18kt White Gold Diamond,Octagon,Solid,18kt White Gold Diamond,Bracelet,White Gold-tone,Deployment,Diamond Pave,Analog,Scratch Resistant Sapphire,Luminous,Arabic,Tachymeter scale appears around the outer rim,8 Screws Fixed,18kt White Gold,Diamond Set,Audemars Piguet,Royal Oak Offshore,Mens,26215BCZZ1239BC01,Automatic,Audemars Piguet Calibre 3126/3840,Date display at the 3 o'clock position,"Chronograph, Date, Hour, Minute, Second","Analog, Gold, Chronograph, Diamond",Luxury,48.0,20.0,15.85
48540.0,18kt White Gold,Round,Solid,18kt White Gold Rolex President,Bracelet,,,Pink,Analog,Scratch Resistant Sapphire,,Roman- Diamond Numerals,,Fixed- Fluted,,18kt White Gold,Rolex,Day-Date,Unisex,128239PRSDP,Automatic,Rolex Calibre 3255,Date display at the 3 o'clock position,"Date, Day, Hour, Minute, Second","Analog, Gold, Diamond",Luxury,36.0,100.0,
39670.0,18kt White Gold,Round,,Velvet,,Two-tone (Blue and,,Mother of Pearl,Analog,Scratch Resistant Sapphire,Silver-tone,,,Fixed,18kt White Gold,Diamond Set,Roger Dubuis,Blossom,Womens,DBVE0054,Automatic,Roger Dubuis Calibre RD821,,"Hour, Minute","Analog, Gold, Diamond",Luxury,36.0,30.0,
3220.0,Stainless Steel,Round,Solid,(Calfskin) Leather,Strap,Blue,Fold Over,Blue,Analog,Scratch Resistant Sapphire,Rose Gold-plated,Index,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel set with 54 Diamonds,Tag Heuer,Carrera,Womens,WBK1317.FC8259,Quartz,,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Leather, Stainless Steel, Diamond",Luxury,36.0,100.0,
26310.0,18kt Rose Gold,Unique,Transparent Sapphire,Alligator Leather,Strap,Brown,Tang,Silver,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Index and Arabic Numeral,Arabic Numerals mark the 6 and 12 o'clock positions,Fixed,,18kt Rose Gold,Vacheron Constantin,Historiques,Womens,81018/000R-9657,Hand Wind,Vacheron Constantin Calibre 1400 AS,,"Hour, Minute, Small Second","Alligator Leather, Analog, Gold, Leather",Luxury,32.0,30.0,9.95
17770.0,18kt Rose Gold,Round,,Leather,Strap,Brown,Fold-through Buckle Deployment,White Mother-of-pearl,Analog,Scratch Resistant Sapphire,,Diamond,,18 karat rose gold,,,Ulysse Nardin,Diamond,Womens,246-22-391,Automatic,Ulysse Nardin Calibre UN-24,Date display at the 2 o'clock position,"GMT, Second Time Zone, Date, Hour, Minute, Second","Alligator Leather, Analog, GMT, Gold, Diamond, Time Zone",Luxury,38.0,100.0,
24755.0,18kt Rose Gold,Square,Exhibition See Through,Leather,Strap,Black,Fold-through Buckle Deployment,Black,Analog,Scratch Resistant Sapphire,,,,18 karat rose gold,,,Ulysse Nardin,Quadrato,Mens,243-92-692,Automatic,Ulysse Nardin Calibre UN-24,Date display at the 2 o'clock position,"GMT, Second Time Zone, Date, Hour, Minute, Second","Alligator Leather, Analog, GMT, Gold, Time Zone",Luxury,42.0,50.0,
7585.0,Stainless steel,Square,,Leather,Strap,Blue,Fold-through Buckle Deployment,Silver,Analog,Scratch Resistant Sapphire,Blue,Arabic Numeral and Index,Minute Scale around the inner rim,Fixed,Silver-tone,Stainless Steel,Ulysse Nardin,Quadrato,Mens,243-92-601,Automatic,Ulysse Nardin Calibre UN-24,Date display at the 2 o'clock position,"GMT, Second Time Zone, Date, Hour, Minute, Second","Analog, GMT, Leather, Stainless Steel, Time Zone",Luxury,42.0,50.0,
22165.0,18kt Rose Gold,Round,Transparent (See Through),Leather,Strap,Brown,Fold-through Buckle Deployment,White Mother-of-pearl,Analog,Scratch Resistant Sapphire,,,,Fixed,,Diamond Set,Ulysse Nardin,Diamond,Womens,246-22B-391,Automatic,Ulysse Nardin Calibre UN-24,Date display at the 2 o'clock position,"GMT, Second Time Zone, Date, Hour, Minute, Second","Alligator Leather, Analog, GMT, Gold, Diamond, Time Zone",Luxury,37.0,100.0,
41235.0,18kt Rose Gold,Round,Skeleton Transparent Exhibition See Through,Leather,Strap,Brown,Buckle,Copper,Analog,Scratch Resistant Sapphire,Blue,Arabic Numeral and indices,GMT Markers around the outer rim,Fixed,,18kt Rose Gold,Ulysse Nardin,GMT Perpetual,Mens,322-66,Automatic,Ulysse Nardin Calibre UN-32,"Date at 1, Month at 4, and Day at 8 o'clock","Year, Month, Date, Day, Hour, Minute, Second, GMT, Second Time Zone, Chronometer, Perpetual Calendar","Analog, GMT, Chronometer, Month, Perpetual, Gold, Leather, Time Zone",Luxury,42.0,30.0,
12870.0,18kt Yellow Gold,Round,,18kt Yellow Gold,Bracelet,,,Champagne,Analog,Scratch Resistant Sapphire,Gold-tone,,,Fixed,,18kt Yellow Gold,Omega,De Ville Prestige,Womens,424.50.24.60.08.001,Quartz,Omega Calibre 1376,,"Hour, Minute","Analog, Gold",Luxury,24.0,30.0,
22425.0,Stainless Steel,Round,Solid,Stainless Steel Rolex Jubilee,Bracelet,Silver-tone,Folding,Silver,Analog,Scratch Resistant Sapphire,Silver-tone,Roman- Diamond Numerals,,Fixed-Diamond Set,,,Rolex,Datejust,Unisex,126284SRDJ,Automatic,Rolex Calibre 3235,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Stainless Steel, Diamond",Luxury,36.0,100.0,
18950.0,Stainless Steel,Round,Transparent,Sail Canvas,Strap,Black,Tang,Grey Meteor,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Uni-directional Rotating,Black,Ceramic,Blancpain,Fifty Fathoms Bathyscaphe,Mens,5071-1110-B52A,Automatic,Blancpain Calibre 6054.P,"Month. Day and Date display at the 2. 3, and 4 o'clock position","Annual Calendar, Month, Date, Day, Hour, Minute, Second","Analog, Annual Calendar, Month, Ceramic, Stainless Steel",Dive,43.0,300.0,13.1
20065.0,18kt Rose Gold,Round,,Alligator Leather,Strap,Brown,Tang,Silver Guilloche,Analog,Scratch Resistant Sapphire,Gold-toned,Index,Minute Markers around the outer rim,Fixed,,18kt Rose Gold,Piaget,Gouverneur,Mens,G0A37110,Automatic,Piaget Calibre 800P,Date display at the 6 o'clock position,"Date, Hour, Minute, Second","Alligator Leather, Analog, Gold, Leather",Luxury,43.0,30.0,9.0
118.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Black,Buckle,Black,Analog,Scratch Resistant Mineral,,,,Fixed,Black,Stainless Steel,Skagen,Grenen,Unisex,SKW6874,,,,"Hour, Minute","Stainless Steel, Solar, Analog",Casual,37.0,30.0,
104.5,Stainless Steel,Round,Solid,Leather,Strap,Light Brown,Buckle,White,Analog,Scratch Resistant Mineral,Blue,,,Fixed,Silver-tone,Stainless Steel,Skagen,Grenen,Unisex,SKW6872,,,,"Hour, Minute","Analog, Solar, Leather, Stainless Steel",Casual,37.0,30.0,
48690.0,18kt Rose Gold,Round,Solid,Satin,Strap,Brown,Tang,Diamond Pave,Analog,Scratch Resistant Sapphire,Gold-toned,Roman Numeral,,Fixed,18kt Rose Gold,Diamond Set,Piaget,Limelight Dancing Light,Mens,G0A37157,Quartz,Piaget Calibre 56P,,"Hour, Minutes","Analog, Gold, Leather, Diamond",Luxury,39.0,30.0,7.9
13320.0,Titanium,Round,Transparent,Leather,Strap,Brown,Deployment with Push Button Release,Brown,Analog,Scratch Resistant Sapphire,Silver-tone,Roman Numeral & Index,Minute Markers around the outer rim,Fixed,Silver-tone,Titanium,Breguet,Marine,Mens,5517TI/G2/9ZU,Automatic,Breguet Calibre 777A,Date Display at the 3 o'clock position,Date,"Analog, Leather, Titanium",Casual,40.0,100.0,11.5
31995.0,18kt Rose Gold,Round,Transparent,18kt Rose Gold Mille Mailles Mesh,Bracelet,Rose Gold,Deployant Clasp,Opaline,Analog,Scratch Resistant Sapphire,Rose Gold,Roman Numeral,"Date ring around the outer rim, Month and Day at 12 o' clock position",Fixed,Rose Gold,18kt Rose Gold,Blancpain,Villeret,Mens,6676-3642-mmb,Automatic,Blancpain Calibre 67A5,"Complete Calender - Day, Date, Month","Complete Calender, Hour, Minute, Second, GMT, Moonphase","Analog, GMT, Month, Gold",Luxury,40.0,30.0,11.8
194.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Deployment with Push Button Release,Blue,Analog,Scratch Resistant Mineral,White,Index,Minute Markers around the inner rim. Tachymeter around the outer rim.,Fixed,Silver-tone,Stainless Steel,Citizen,,Mens,CA4560-81L,Eco-Drive,Citizen Caliber Eco-Drive B620,,"Chronograph, Date, Hour, Minute, Second, Solar-powered","Analog, Solar, Stainless Steel, Chronograph",Sport,44.0,100.0,12.0
48.0,Stainless Steel,Tonneau,Solid,Stainless Steel Mesh,Bracelet,Silver-tone,Fold Over,Blush,Analog,Scratch Resistant Mineral,Silver-tone,,No Markers,Fixed,Silver-tone,Stainless Steel,Calvin Klein,,Womens,25200269,Quartz,,,"Hour, Minute","Stainless Steel, Analog",Casual,34.0,30.0,
18690.0,18kt Rose Gold,Round,Transparent,Alligator Leather,Strap,Brown,Deployant Buckle,Silver-tone,Analog,Scratch Resistant Sapphire,Rose Gold,Roman Numeral,"Date ring around the outer rim, Month and Day at 12 o' clock position",Fixed,Rose Gold,18kt Rose Gold,Blancpain,Villeret,Mens,6676-3642-55b,Automatic,Blancpain Calibre 67A5,"Complete Calender - Day, Date, Month","Complete Calender, Hour, Minute, Second, GMT, Moonphase","Alligator Leather, Analog, GMT, Month, Gold, Leather",Luxury,40.0,30.0,11.8
5495.0,Stainless Steel,Round,,18kt Yellow Gold And Stainless Steel Jubilee,Bracelet,2- Tone Yellow Gold and Stainless Steel,Oysterclasp,Silver,Analog,Scratch Resistant Sapphire,Gold-tone,Diamond,Minute Markers around the outer rim,Fixed Fluted,Gold-tone,18kt Yellow Gold,Rolex,Datejust,Womens,69173BLSJ,Automatic,Rolex Calibre 2135,Date display at the 3 o'clock position,"Hours, Minutes, Seconds, Date","Analog, Gold, Stainless Steel, Diamond",Luxury,26.0,100.0,
1406.0,Stainless Steel,Oval,Solid,Stainless Steel,Bracelet,Yellow Gold-tone,Deployment with Push Button Release,Yellow Gold-tone,Analog,Scratch Resistant Sapphire,Gold-tone,Zirconia,,Fixed,Yellow Gold-tone,Stainless Steel,Rado,DiaStar Original,Unisex,R12161633,Automatic,Rado Calibre 764,Day of the Week and Date display at the 6 o'clock position,"Date, Day, Hour, Minute, Second","Analog, Gold, Stainless Steel",Dress,38.0,100.0,12.1
5495.0,Stainless Steel,Round,Solid,18kt Yellow Gold And Stainless Steel Jubilee,Bracelet,Two-tone (Silver-tone and Gold-tone),Fold Over,Gold,Analog,Scratch Resistant Sapphire,Gold-tone,Diamond,Minute Markers around the outer rim,Fixed Fluted,Gold-tone,18kt Yellow Gold,Rolex,Datejust,Womens,69173CDJ,Automatic,Rolex Calibre 2135,Date display at the 3 o'clock position,"Hours, Minutes, Seconds, Date","Analog, Gold, Stainless Steel, Diamond",Luxury,26.0,100.0,
595.0,Stainless Steel,Round,Transparent,(Calfskin) Leather,Strap,Blue,Tang,Blue,Analog,Scratch Resistant Sapphire,Luminous Silver-tone,Index,"Arabic Numerals mark the 6, 9 and 12 o'clock positions. Minute Markers around the outer rim",Fixed,Silver-tone,Stainless Steel,Hamilton,Jazzmaster Viewmatic,Mens,H32515641,Automatic,Hamilton Calibre H-10,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Leather, Stainless Steel",Casual,40.0,50.0,10.8
1665.0,Stainless Steel,Round,Transparent,Alligator/Crocodile Leather,Strap,Blue,Push Button Deployant Buckle,Blue,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Scale around the inner rim,Fixed,,,Longines,Master Collection,Mens,L28934922,Automatic,ETA Caliber L888.2 ( A31.L01),Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Alligator Leather, Analog, Leather, Stainless Steel",Dress,42.0,30.0,10.5
14500.0,18kt Rose Gold,Round,Transparent,(Alligator) Leather,Strap,Brown,Tang,Stamped Flinque Opaline,Analog,Scratch Resistant Sapphire,Gold-toned Skeleton Leaf-style shape,Roman Numeral,,Fixed,,18kt Rose Gold,Blancpain,Villeret,Mens,6665-3642-55B,Automatic,Blancpain Calibre 5254DF,Date display at the 6 o'clock position,"Date, GMT, Second Time Zone, Hour, Minute, Second, Power Reserve Indicator, Day/Night Indicator","Alligator Leather, Analog, GMT, Day/Night Indicator, Power Reserve Indicator, Gold, Leather, Time Zone",Luxury,40.0,30.0,10.65
130.5,Stainless Steel,Round,Transparent,Stainless Steel,Bracelet,Two-tone (Silver-tone and Yellow Gold-tone),Fold Over with Push Button Release,White,Analog,Scratch Resistant Mineral,Luminous Yellow Gold-tone,Index,Minute Markers around the outer rim,Fixed,Yellow Gold-tone,Stainless Steel,Seiko,Seiko 5,Mens,SNKP14K1S,Automatic,Seiko Caliber 7S26,Day of the Week and Date display at the 3 o'clock position,"Date, Day, Hour, Minute, Second","Analog, Gold, Stainless Steel",Casual,43.0,50.0,12.0
469.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Rose Gold IP,Deployment,Rose Gold,Analog,Scratch Resistant K1,Rose Gold-tone,Index,Movado Dot appears at the 12 o'clock position,Fixed,Rose Gold IP,Stainless Steel,Movado,Bold Horizon,Womens,3601089,Quartz,,,"Hour, Minute","Analog, Gold, Stainless Steel",Dress,34.0,30.0,
720.0,Stainless Steel,Round,Transparent See Through,Leather,Strap,Black,Folding,White Mother of Pearl,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,,Fixed,Rose Gold PVD,Stainless Steel,Mido,Baroncelli,Womens,M0392073610600,Automatic,,Date display at the 6 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Leather, Stainless Steel, Diamond",Dress,33.0,50.0,9.9
252.0,Stainless Steel,Square,Transparent,Leather,Strap,Black,,Black,Analog,Scratch Resistant Mineral,Yellow Gold-tone,Index,Minute Markers around the outer rim,Fixed,Black,Stainless Steel,Thomas Earnshaw,Paxton,Mens,ES-8294-04,Automatic,DD-SZ2002,,"Hour, Minute, Second","Analog, Gold, Leather, Stainless Steel",Casual,40.0,50.0,12.0
270.0,Stainless Steel,Square,Solid,Leather,Strap,Grey,,White,Analog,Scratch Resistant Mineral,Blue,Index,Minute Scale around the inner rim,Fixed,Rose Gold-tone,Stainless Steel,Thomas Earnshaw,Coussin,Mens,ES-8284-02,Automatic,PTS - 3865-D6,Date display at the 6 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Leather, Stainless Steel",Casual,39.0,3.0,13.0
56.0,Stainless Steel,,Solid,Stainless Steel,Bracelet,Gold-tone,,Black,Analog,Scratch Resistant Mineral,Gold-tone,Index,,Fixed,Gold-tone,Crystal Set,Timex,UFC Jewel,Womens,TW2V83100,Quartz,,,"Hour, Minute, Second","Stainless Steel, Gold, Analog",Dress,36.0,50.0,8.0
88.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Two-tone (Silver-tone and Gold-tone),Fold Over with Push Button Release,Silver,Analog,Scratch Resistant Mineral,Luminous Gold-tone,Alternating Arabic Numeral and Index,Minute Markers around the outer rim,Fixed,Gold-tone,Stainless Steel,Citizen,,Mens,BF2005-54A,Quartz,Citizen Caliber 1502,Day of the Week and Date display at the 3 o'clock position,"Date, Day, Hour, Minute, Second","Analog, Gold, Stainless Steel",Casual,41.0,50.0,9.0
729.0,PVD Stainless Steel,Unique,Solid,Textile,Strap,Blue,Butterfly,Blue,Analog,Scratch Resistant Mineral,Gold-tone,Index,,Fixed,Gold-tone,PVD Stainless Steel,Hamilton,Ventura,Unisex,H24301941,Quartz,Caliber F05.115,,"Hour, Minute, Second","Stainless Steel, Gold, Analog",,50.0,50.0,9.27
1375.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Green,Analog,Scratch Resistant Sapphire,Luminous,Index,Minute Markers around the outer rim,Uni-directional Rotating,Black,Ceramic,Gucci,Dive,Mens,YA136363,Automatic,,,"Hour, Minute, Second","Analog, Ceramic, Stainless Steel",Dive,40.0,300.0,
905.0,Stainless Steel,Round,Solid,Leather,Strap,Brown,Deployment with Push Button Release,White,Analog,Scratch Resistant Sapphire,Yellow Gold-tone,Index,Minute Markers around the outer rim,Fixed,Yellow Gold-tone,Stainless Steel,Porsamo Bleu,William,Mens,1301BWIL,Automatic,3A00 Automatic Tourbillon,,"Hour, Minute, Tourbillon","Analog, Gold, Leather, Stainless Steel, Tourbillon",Luxury,45.0,100.0,15.0
4350.0,Stainless Steel,Round,Transparent,Stainless Steel,Bracelet,Silver-tone,Hidden Fold Over,Blue,Analog,Scratch Resistant Sapphire,Silver-toned Dauphine-style,Index,,Fixed,Silver-tone,Stainless Steel set with Diamonds,Zenith,Elite Ultra Thin Lady Moonphase,Womens,16.2310.692/51.M2310,Automatic,Zenith Calibre Elite 692,,"Moon Phase, Hour, Minute, Small Second","Analog, Stainless Steel, Moon Phase, Diamond",Luxury,33.0,30.0,8.65
1479.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Silver-tone,Analog,Scratch Resistant Sapphire,Silver-tone,Index,,Fixed,Silver-tone,Stainless Steel,Rado,Diastar,Mens,R12163118,Automatic,,Date display at the 6 o'clock position,"Date, Hour, Minute, Second","Analog, Stainless Steel",Luxury,38.0,100.0,
5495.0,Stainless Steel,Round,Transparent Exhibition See Through,Stainless Steel Brushed,Bracelet,Silver-tone,Deployment,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,,Fixed,Silver-tone,Stainless Steel,Cartier,Ballon Bleu de Cartier,Mens,W6920077,Automatic,Cartier Calibre 8101 MC,Date display at the 9 o'clock position,"Chronograph, Hour, Minute, Second, Date","Analog, Stainless Steel, Chronograph",Luxury,44.0,30.0,14.8
18995.0,18kt White Gold,Round,Solid,18kt White Gold Rolex President,Bracelet,White Gold-tone,Concealed Crown,Silver,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Fixed Fluted,,18kt White Gold,Rolex,Day-Date,Mens,118239SSP,Automatic,Rolex Calibre 3155,Date display at 3 o'clock; Day Display at 12 o'clock.,"Date, Day, Hour, Minute, Second, Chronometer","Analog, Chronometer, Gold",Luxury,36.0,100.0,
899.0,Stainless Steel,Square,Solid,Leather,Strap,Black,Buckle,Skeleton,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Black PVD,Stainless Steel,Sevenfriday,P-Series,Unisex,PS2/01,Automatic,Miyota Caliber 82S5,,"Hour, Minute, Small Second","Analog, Leather, Stainless Steel, Diamond",,47.0,30.0,
79.0,Stainless Steel,Rectangle,Solid,Stainless Steel Mesh,Bracelet,Silver-tone,,Black Mother of Pearl,Analog,,Silver-tone,Crystal,,Fixed,Silver-tone,Stainless Steel,Daniel Wellington,Quadro Lumine,Womens,DW00100581,Quartz,,,"Hour, Minute","Stainless Steel, Analog",Casual,,30.0,6.0
6435.0,Stainless Steel,Square,Transparent See Through,Rubber,Strap,Blue,Fold Over with Safety Release,Blue,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Bell And Ross,BR-X5,Mens,BRX5RIBSTSRB,Automatic,Bell and Ross Calibre 323,Date display at the 3 o'clock position,"Date, Hour, Minute, Second, Power Reserve","Analog, Rubber, Stainless Steel",Luxury,41.0,100.0,
825.0,Stainless Steel,Square,Solid,Silicone with Black (Calfskin) Leather,Strap,Black,Tang,Black,Analog,Scratch Resistant Mineral,Blue,Arabic Numeral,,Fixed,Black,Stainless Steel,Sevenfriday,M-Series,Mens,M3/07,Automatic,Miyota Caliber 8215,,"Hour, Minute, Second","Analog, Leather, Stainless Steel",Casual,47.0,30.0,
77.99,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Fold Over,Black Mother of Pearl,Analog,Scratch Resistant Mineral,Luminous Silver-tone,Roman Numeral,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel set with Crystals,Invicta,Angel,Womens,21711,Quartz,Ronda Caliber 515,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Stainless Steel",Dress,40.0,200.0,13.5
74.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Rose Gold-tone,Fold Over with Safety Release,Black,Analog,Scratch Resistant Mineral,Rose Gold-tone,Index,,Fixed,Rose Gold-tone,Stainless Steel,Mathey-Tissot,Monsoon,Mens,H7916PN,Quartz,Ronda Caliber 515,,"Hour, Minute","Analog, Gold, Stainless Steel",Casual,42.0,50.0,
21850.0,18kt White Gold,Round,Skeleton Transparent Exhibition See Through,Alligator Leather,Strap,Black,,White,Analog,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,,Fixed,,18kt White Gold,Blancpain,Villeret,Mens,6661-1531-55B,Automatic,Blancpain Calibre 5235DF,Date display at the 6 o'clock position,"Date, Hour, Minute, Second, Power Reserve, and Day and Night Indication","Alligator Leather, Analog, Day/Night Indicator, Power Reserve Indicator, Gold, Leather",Luxury,42.0,30.0,13.65
